Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
The Finest Rose EDP - 100 ml,249 SAR,"""Luxurious, Floral and soft""
A fragrant blend with endless creativity! Luxurious with its saffron component, Floral thanks to its Bulgarian rose notes and lilies, and soft from its attractive and romantic musk notes. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Rose scent.
About the brand:
Discover this collection of charming & velvety oriental perfumes ""The Finest"". A luxurious set characterized by its elegance & charm, introducing the most endearing Arabic notes in its essence. “The Finest” offers a new take on Oriental fragrances, revealing its uniqueness through its main 3 fragrances: Oud, Rose & Amber.",5,2 Rating,"['The Finest', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', 'Saffron, Bulgarian Rose, Musk', 'Eau de Parfum', 'Saffron', 'Bulgarian Rose', 'Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-rose.jpg,The Finest,Unisex,Perfume,Romantic,Floral,100 ml,"Saffron, Bulgarian Rose, Musk",Eau de Parfum,Saffron,Bulgarian Rose,Musk,
Al Majed For Oud Maamoul Dossary - 130 g,58 SAR,"It's an oriental incense extracted from the luxurious oud to fill your house with vitality and freshness. The intense scent spreads quickly and lasts for a long time.
About the brand:
Al Majed For Oud Company was established in 1956 to establish a promising market in the field of oud trade through the wholesale sector to culminate more than 60 years of experience in the manufacture of oud and perfumes and their preparations across the Gulf market, by creating new aromatic lines that contributed to expanding the customer base and orientation More than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Bakhoor', 'Charismatic', 'Oriental', 'Oud']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091015032-almajed-for-oud-maamoul-dossary---130-gm-1.png,Al Majed For Oud,Bakhoor,Charismatic,Oriental,Oud,,,,,,,
Calvin Klein Euphoria Men Intense,145 SAR,"A mixture of an infinite number of oriental spices with strong fragrances that give you a distinctive oriental charm and a shiny romantic touch that makes you special on special days and special evenings, the fragrance has a strong smell that spreads quickly and draws attention easily to you
About the brand:
Founded in 1856, Burberry is a trusted luxury design house, world famous for its accessories, tartan patterns, and sturdy trench coats . Their famous motifs are often copied and imitated across the globe; however, none can match the quality of this staple of British fashion. Their fragrances match many qualities of their apparel: classic, long-lasting, and elegant.",4,3 Rating,"['Calvin Klein', 'Men', 'Perfume', 'Romantic', 'Soft Oriental', '100 ml', '2008', 'ginger, hot pepper, warm cedar, smoky vetiver, savory sage, spicy black basil, myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood', 'Eau de Toilette', 'ginger, hot pepper', 'warm cedar, smoky vetiver, savory sage, spicy black basil', 'myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/calvin_klein_euphoria_men_intense_eau_de_toilette_1.jpg,Calvin Klein,Men,Perfume,Romantic,Soft Oriental,100 ml,2008,"ginger, hot pepper, warm cedar, smoky vetiver, savory sage, spicy black basil, myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood",Eau de Toilette,"ginger, hot pepper","warm cedar, smoky vetiver, savory sage, spicy black basil","myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood"
Penhaligon's The Tragedy of Lord George,1254 SAR,"The Tragedy of Lord George by Penhaligon's is a popular oriental fragrance for men from its Portrait range. This perfume is perfect for men who want to smell different in all circumstances. This unique perfume smells masculine with notes of brandy, shaving soap, and tonka bean hypnotizing your senses.
About the brand:
Penhaligon's is the British perfume brand, which was found by William Henry Penhaligon in 1870. The brand is perhaps one of the few in the world that maintains its commitment to traditional ingredients and techniques in creative combinations. Made in the UK, the perfume brand offers a wide selection of fragrance for both women and men who wish to smell good at all times. Most perfume bottles feature a clear glass decorated with a ribbon, which was the original design envisaged by William Penhaligon.",none,none,"[""Penhaligon's"", 'Men', 'Perfume', 'Masculine', 'Woody', '75 ml', '2016', 'Brandy, Shaving Soap, Tonka Bean', 'Eau de Parfum', 'Brandy', 'Shaving Soap', 'Tonka Bean']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/9/793675976069_penhaligon_s_the_tragedy_of_lord_g_edp_75ml_1.jpg,Penhaligon's,Men,Perfume,Masculine,Woody,75 ml,2016,"Brandy, Shaving Soap, Tonka Bean",Eau de Parfum,Brandy,Shaving Soap,Tonka Bean
Versace Crystal Noir EDP,252 SAR,"An oriental floral fragrance for women, giving you the perfect sensuality and charm, with a wonderful mixture of cardamom, peony, musk, and amber.
About the brand:
Versace deserves no introduction. It produces luxury Italian-made ready-to-wear and leather accessories. Versace has also succeeded in introducing and promoting a wide variety of perfumes for men and women.",5,5 Rating,"['Versace', 'Women', 'Perfume', 'Modern', 'Floral Oriental', '90 ml', '2004', 'Ginger, cardamom, pepper, orange buds, peony, gardenia, coconut, sandalwood, musk, amber.', 'Eau de Parfum', 'Ginger, cardamom, pepper', 'orange buds, peony, gardenia, coconut', 'sandalwood, musk, amber.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/e/versace_crystal_noir_eau_de_toilette_1.jpg,Versace,Women,Perfume,Modern,Floral Oriental,90 ml,2004,"Ginger, cardamom, pepper, orange buds, peony, gardenia, coconut, sandalwood, musk, amber.",Eau de Parfum,"Ginger, cardamom, pepper","orange buds, peony, gardenia, coconut","sandalwood, musk, amber."
"Very Important Notes No 2 EDP - Saffron, Bulgarian Rose, Oud Wood, Amber - 100 ml",295 SAR,"For the Royal soul in you. This fragrance is the most profound scent from Very Important Notes collection. A true eastern masterpiece, merging amber, oud wood, Bulgarian rose & saffron to bring out an exquisite scent of the desert.
About the brand:
Mastering the art of fragrance, “Very Important Notes” is a unique collection designed by the Arabian perfume house SARIB®. Each fragrance unveils the most majestic notes from around the world, blended with Noble Arabian scents. This collection launches novel fragrances combined with European vibrant flowery ingredients, leaving a trail of enchanting timeless aroma.
Get to know Sarib®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.
*Approved by the Saudi Food & Drug Authority",5,1 Rating,"['Very Important Notes', 'Unisex', 'Perfume', 'Floral Oriental', '100 ml', '2020', 'Saffron, Pepper ,Rose ,Oud, Amber', 'Eau de Parfum', 'Saffron, Pepper', 'Rose', 'Oud, Amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/i/vin_2-ver2-3.jpg,Very Important Notes,Unisex,Perfume,Floral Oriental,100 ml,2020,"Saffron, Pepper ,Rose ,Oud, Amber",Eau de Parfum,"Saffron, Pepper",Rose,"Oud, Amber",
Maqam Base of Melody EDP - 120 ml,319 SAR,"Playing its own melody & exotic oriental beauty, a true creative Arabian fragrance has emerged! Like a well-designed melody, this fragrance releases the most irresistible components gradually & elegantly. As it starts with gentle delicate notes of lavender & nutmeg, it then slowly draws you into a world of deeply earthy warm notes of patchouli & amber.
About the brand:
A brand designed to capture the essence of Arabian literature & honor the beauty of its written poems. Each fragrance from Maqam has been designed with famous Golden verses, to carry both exotic blends & inspiring words. These timeless fragrances are not easy to resist nor to be forgotten. Maqam was created by the founders of Sarib® - An Arabian perfume house, to capture the magic behind Arabian words & aromatic components, added into creatively crafted bottles to present its luxurious scents perfectly.
Get to know Sarib®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.
*Approved by the Saudi Food & Drug Authority",none,none,['Maqam'],https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam_base_of_melody-2.png,Maqam,,,,,,,,,,,
Dkhoun Oud Ariani - 28 gm,130 SAR,"This scented incense will fill the air with the aromas of oud wood, known for spreading quickly while lasting for a long time. It will fascinate your guests, as it keeps your house with a good smell. It's perfect for occasions.
About the brand:
This is one of the leading companies specialized in perfumes and fresheners in general. The company targets customers with high-end taste. It is managed by a distinguished group of companies specialized in producing more than one hundred sophisticated and unprecedented perfumes. Its website offers the finest quality and total dedication in the field of fume and perfumes, in addition to aromatic oils and vapors.",5,1 Rating,"['Dkhoun', 'Bakhoor', 'Sophisticated', 'Oud', 'Oudwood']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/3/330023-dkhoun-_-_-1-okia-1.jpg,Dkhoun,Bakhoor,Sophisticated,Oud,Oudwood,,,,,,,
Givenchy L' Interdit,362 SAR,Givenchy L' Interditits new perfume for women with a new fragrance in a bold feminine style. With perfect and beautiful scents that allow no rules. An invitation to challenge convention and embrace your singularity.,none,none,"['Givenchy', 'Women', 'Perfume', 'Romantic', '50 ml', '2016', 'Orange Blossom, Jasmine And Tuberose, Vetiver And Patchouli.', 'Eau de Parfum']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/2/3274872372146_givenchy_l_interdit_edp_50_ml.jpg,Givenchy,Women,Perfume,Romantic,50 ml,2016,"Orange Blossom, Jasmine And Tuberose, Vetiver And Patchouli.",Eau de Parfum,,,,
Mont Blanc Emblem,144 SAR,"Emblem is Montblanc's latest masculine arrival embodies a unique authentic essence. A burst of clary sage and cardamom mixed with sparkling grapefruit immediately reveals a strong, contrasted, harmonious and flamboyant fragrance. The crispy green frosted violet leaves wrapped in cinnamon leaves capture the incredibly elegant character of the fragrance. The dry-down is an alchemy of vibrant precious woods with tonka beans, unveiling a very unique signature.
About the brand:
The Mont Blanc is named after the snow-capped peak of the Alps. The firm has made a mark in the market for prestigious writing instruments for years, but has also expanded into a plethora of different product lines, from Swiss-made watches to eyewear and fragrances in an attempt to complete the luxurious lifestyle, all capped with the emblematic white peak design. The Mont Blanc has distinctive fragrances which are reminders of special moments, aimed at men and women who know how to distinguish themselves in a royal, elegant manner.",5,1 Rating,"['Mont Blanc', 'Men', 'Perfume', 'Charismatic', 'Woody Oriental', '100 ml', '2014', 'Grapefruit, Sage, Cardamom, Violet Leaf, Cinnamon, Wood, Tonka Bean', 'Eau de Toilette', 'Clary Sage, Cardamom, Grapefruit', 'Frozen Violet Leaf, Cinnamon', 'Woods, Tonka bean']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460058735c-mont-blanc-emblem---100-ml.jpg,Mont Blanc,Men,Perfume,Charismatic,Woody Oriental,100 ml,2014,"Grapefruit, Sage, Cardamom, Violet Leaf, Cinnamon, Wood, Tonka Bean",Eau de Toilette,"Clary Sage, Cardamom, Grapefruit","Frozen Violet Leaf, Cinnamon","Woods, Tonka bean"
Dolce & Gabbana The One Mysterious Night,374 SAR,"A fragrance for men from the oriental spice family, masculine and very attractive, made especially for the distinctive and bold man, with a blend of saffron, oud, and tonka.
About the brand:
Dolce & Gabbana was established in 1985 by two Italian fashion designers. Dolce & Gabbana has not only managed to build a loyal customer base in such a short span of time but it also partnered with Motorola and Sony Ericson for multiple campaigns. D&G has also partnered with football clubs namely AC Milan and Chelsea FC.",4.5,2 Rating,"['Dolce&Gabbana', 'Men', 'Perfume', 'Charismatic', 'Oriental', '100 ml', '2018', 'Saffron, Grapefruit, Rose, Oud, Sage, Amber, Woody Notes, Labdanum, Tonka Bean.', 'Eau de Parfum', 'Saffron, Grapefruit', 'Rose, Oud, Sage', 'Amber, Woody Notes, Labdanum, Tonka Bean.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/_/d_g_the_one_exclusive_edition_1_.jpg,Dolce&Gabbana,Men,Perfume,Charismatic,Oriental,100 ml,2018,"Saffron, Grapefruit, Rose, Oud, Sage, Amber, Woody Notes, Labdanum, Tonka Bean.",Eau de Parfum,"Saffron, Grapefruit","Rose, Oud, Sage","Amber, Woody Notes, Labdanum, Tonka Bean."
Dolce & Gabbana The One for Men EDT,239 SAR,"A woody fragrance for men characterized by its sense of elegance and charm, refreshing for all time, with a wonderful mixture of tobacco extract, spices, grapefruit, coriander and basil with accents of cardamom and ginger that highlight the beauty of your look.
About the brand:
Dolce & Gabbana was established in 1985 by two Italian fashion designers. Dolce & Gabbana has not only managed to build a loyal customer base in such a short span of time but it also partnered with Motorola and Sony Ericson for multiple campaigns. D&G has also partnered with football clubs namely AC Milan and Chelsea FC.",none,none,"['Dolce&Gabbana', 'Men', 'Perfume', 'Natural', 'Woody', '100 ml', '2008', 'Coriander, basil, grapefruit, ginger, orange buds, cardamom, amber, cedar, tobacco', 'Eau de Toilette', 'Grapefruit, Coriander, Basil', 'ginger, orange buds, cardamom', 'amber, cedar, tobacco']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/dolce_gabbana_the_one_for_men_eau_de_toilette_1.jpg,Dolce&Gabbana,Men,Perfume,Natural,Woody,100 ml,2008,"Coriander, basil, grapefruit, ginger, orange buds, cardamom, amber, cedar, tobacco",Eau de Toilette,"Grapefruit, Coriander, Basil","ginger, orange buds, cardamom","amber, cedar, tobacco"
The Finest Oud EDP - 100 ml,249 SAR,"“Warm, deep and rich""
A fragrant blend with endless creativity! Rich in its luxurious oriental Oud, deep thanks to its amber and musky notes, and warm with its woody notes, cashmere, and guaiac. This distinctive aromatic fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Oud scent.
About the brand:
Discover this collection of charming & velvety oriental perfumes ""The Finest"". A luxurious set characterized by its elegance & charm, introducing the most endearing Arabic notes in its essence. “The Finest” offers a new take on Oriental fragrances, revealing its uniqueness through its main 3 fragrances: Oud, Rose & Amber.",5,1 Rating,"['The Finest', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '100 ml', 'Pink Pepper, Oudy Notes, White Musk', 'Eau de Parfum', 'Pink Pepper', 'Oudy Notes', 'White Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-oud.jpg,The Finest,Unisex,Perfume,Charismatic,Oriental,100 ml,"Pink Pepper, Oudy Notes, White Musk",Eau de Parfum,Pink Pepper,Oudy Notes,White Musk,
Maqam Base of Poetry EDP - 120 ml,319 SAR,"A romantic fragrance that conveys a beautiful mystical blend. A harmonious balance filled with appealing Arabian notes, easily distinguished from other oriental scents. In the beginning, it unveils refreshing aromas of orange & cinnamon, then reveals a passionate blend of roses & clove, surrendering at the end to a powerful base made from musk & vanilla.
About the brand:
A brand designed to capture the essence of Arabian literature & honor the beauty of its written poems. Each fragrance from Maqam has been designed with famous Golden verses, to carry both exotic blends & inspiring words. These timeless fragrances are not easy to resist nor to be forgotten. Maqam was created by the founders of Sarib® - An Arabian perfume house, to capture the magic behind Arabian words & aromatic components, added into creatively crafted bottles to present its luxurious scents perfectly.
Get to know Sarib®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.
*Approved by the Saudi Food & Drug Authority",5,2 Rating,"['Maqam', 'Men', 'Perfume', 'Charismatic', 'Oriental', '120 ml', '2020', 'Orange, Cinammon, Rose, Clove, Musk, Vanilla', 'Eau de Parfum', 'Orange, Cinammon', 'Rose, Clove', 'Musk, Vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam_base_of_poetry-2.png,Maqam,Men,Perfume,Charismatic,Oriental,120 ml,2020,"Orange, Cinammon, Rose, Clove, Musk, Vanilla",Eau de Parfum,"Orange, Cinammon","Rose, Clove","Musk, Vanilla"
