Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Tom Ford Ombre Leather EDP,569 SAR,"Tom Ford amber Leather Eau de parfume has an unparalleled scent that come from the heart of the Western Desert and is a unisex parfume. The product has a deep texture scent that prints with a tangible feel. It makes you feel different and beautiful.
About the brand:
Tom Ford is a famous American designer who launched his brand in 2005 with the aim of redefining modern luxury. These include men's clothes, women's clothing, accessories, sunglasses and parfumes",4.5,2 Rating,"['Tom Ford', 'Unisex', 'Perfume', 'Classical', 'Leather', '100 ml', '2018', 'Cardamom, ful, patchouli, amber and algae.', 'Eau de Parfum', 'Cardamom.', 'Ful', 'Patchouli, amber and algae']",none,Tom Ford,Unisex,Perfume,Classical,Leather,100 ml,2018,"Cardamom, ful, patchouli, amber and algae.",Eau de Parfum,Cardamom.,Ful,"Patchouli, amber and algae"
Dkhoun Emerald Oud,261 SAR,"It's a luxurious fragrance that begins with ginger and nutmeg with a heart of Kashmiri oud and amber. It is based on vetiver and musk
About the brand:
Dkhoun is one of the leading companies specialized in perfumes and fresheners in general. The company targets a customer segment that enjoys high-end tastes. It is managed by a distinguished group of companies specialized in producing more than one hundred sophisticated and unprecedented perfumes. Its website offers the finest quality and total dedication in the field of fume and perfumes, in addition to aromatic oils and vapors.",none,none,"['Dkhoun', 'Unisex', 'Perfume', 'Glamorous', 'Oriental', '75 ml', 'Ginger, Nutmeg, Kashmiri Oud, Amber, Vetiver, Musk', 'Eau de Parfum', 'Ginger, Nutmeg', 'Kashmiri Oud, Amber', 'Vetiver, Musk']",none,Dkhoun,Unisex,Perfume,Glamorous,Oriental,75 ml,"Ginger, Nutmeg, Kashmiri Oud, Amber, Vetiver, Musk",Eau de Parfum,"Ginger, Nutmeg","Kashmiri Oud, Amber","Vetiver, Musk",
Kholasaat Portrait,389 SAR,"This oriental fragrance is intense and smooth at the same time. It's inspired by the amazing portraits you can see around the world, to provide you with a magnificent scent with a blend of amber and patchouli.
About the brand:
Kholasat is a Saudi brand that specializes in making luxury parfumes inspired by the magic of the culture and traditions of the Arabian Peninsula. The parfumes are made of the highest quality and rare ingredients from all over the world.",5,1 Rating,"['Kholasaat', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '100 ml', '2013', 'Patchouli, guaiac wood, vanilla, amber', 'Eau de Parfum']",none,Kholasaat,Unisex,Perfume,Charismatic,Oriental,100 ml,2013,"Patchouli, guaiac wood, vanilla, amber",Eau de Parfum,,,
Maqam Base of Poetry EDP - 120 ml,319 SAR,"A romantic fragrance that conveys a beautiful mystical blend. A harmonious balance filled with appealing Arabian notes, easily distinguished from other oriental scents. In the beginning, it unveils refreshing aromas of orange & cinnamon, then reveals a passionate blend of roses & clove, surrendering at the end to a powerful base made from musk & vanilla.
About the brand:
A brand designed to capture the essence of Arabian literature & honor the beauty of its written poems. Each fragrance from Maqam has been designed with famous Golden verses, to carry both exotic blends & inspiring words. These timeless fragrances are not easy to resist nor to be forgotten. Maqam was created by the founders of Sarib® - An Arabian perfume house, to capture the magic behind Arabian words & aromatic components, added into creatively crafted bottles to present its luxurious scents perfectly.
Get to know Sarib®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.
*Approved by the Saudi Food & Drug Authority",5,2 Rating,"['Maqam', 'Men', 'Perfume', 'Charismatic', 'Oriental', '120 ml', '2020', 'Orange, Cinammon, Rose, Clove, Musk, Vanilla', 'Eau de Parfum', 'Orange, Cinammon', 'Rose, Clove', 'Musk, Vanilla']",none,Maqam,Men,Perfume,Charismatic,Oriental,120 ml,2020,"Orange, Cinammon, Rose, Clove, Musk, Vanilla",Eau de Parfum,"Orange, Cinammon","Rose, Clove","Musk, Vanilla"
Van Cleef & Arpels Moonlight Patchouli,782 SAR,"Van Cleef & Arpels Moonlight Patchouli eau de parfume is a great unisex fragrance that was introduced in 2016. The scent starts with spicy patchouli, creamy wood and cocoa. Then dark woody mixes of floral and leather notes are blended together.
About the brand:
Van Cleef & Arpels is one of the leading brands in the world of jewelry, watches and parfumes, which was founded in 1896 by Salmon Arpels and Alfred Van Cleef. They opened their first store in Paris in 1906.",none,none,"['Van Cleef & Arpels', 'Unisex', 'Perfume', 'Natural', 'Woody', '75 ml', '2016', 'Cocoa, leaves, patchouli, woods, iris, Bulgarian rose, fruity fragrance and suede.', 'Eau de Parfum', 'Cocoa, patchouli leaves, and woods.', 'Iris, and Bulgarian rose', 'Fruity fragrance and suede.']",none,Van Cleef & Arpels,Unisex,Perfume,Natural,Woody,75 ml,2016,"Cocoa, leaves, patchouli, woods, iris, Bulgarian rose, fruity fragrance and suede.",Eau de Parfum,"Cocoa, patchouli leaves, and woods.","Iris, and Bulgarian rose",Fruity fragrance and suede.
Calvin Klein Ck One Shock,123 SAR,"Lakes of sweet oranges infused with black basil sticks with a pungent smell, you will swim in them and your body will be saturated with these wonderful scents then float to the surface to find tobacco leaves floating beside you But if you said to the bottom of the lake, the masculine musk will touch your soul and give you an unprecedented recovery. Do this adventure at the beginning of the day so that your recovery and vitality will last throughout the entire day.
About the brand:
Calvin Richard Klein founded the global brand """"Calvin Klein"""" in 1968. She started in the clothing industry and then moved on to presenting watches, jewelry, and feminine and masculine perfumes that captivate everyone from the first whiff.",4.88,8 Rating,"['Calvin Klein', 'Men', 'Perfume', 'Oriental', '200 ml', 'citrusy clementine, fresh cucumber, black pepper, black basil, cardamom, musk, patchouli and ambrene woodsy notes.', 'Eau de Toilette', 'citrusy clementine, fresh cucumber', 'black pepper, black basil, cardamom, musk', 'patchouli and ambrene woodsy notes.']",none,Calvin Klein,Men,Perfume,Oriental,200 ml,"citrusy clementine, fresh cucumber, black pepper, black basil, cardamom, musk, patchouli and ambrene woodsy notes.",Eau de Toilette,"citrusy clementine, fresh cucumber","black pepper, black basil, cardamom, musk",patchouli and ambrene woodsy notes.,,
Burberry Mr. Burberry,169 SAR,"Your souls deserve fun with the sweet woody and citrusy scent present in this distinctive fragrance, it makes you very fresh and beautiful, which fits all the distinctive summer evening evenings and your special occasions.
About the brand:
Founded in 1856, Burberry is a trusted luxury design house, world famous for its accessories, tartan patterns, and sturdy trench coats . Their famous motifs are often copied and imitated across the globe; however, none can match the quality of this staple of British fashion. Their fragrances match many qualities of their apparel: classic, long-lasting, and elegant.",none,none,"['Burberry', 'Men', 'Perfume', 'Charismatic', 'Aromatic', '150 ml', '2016', 'Grapefruit, Cedar, Cardamom, Vetiver, Birch, Leaf, Tarragon, Nutmeg, Guaiac Wood, Sandalwood, Mint', 'Eau de Parfum', 'Cinnamon, Tarragon, Cardamom, Grapefruit.', 'Lavender, Cedarwood, Nutmeg, Birch leaf.', 'Vetiver']",none,Burberry,Men,Perfume,Charismatic,Aromatic,150 ml,2016,"Grapefruit, Cedar, Cardamom, Vetiver, Birch, Leaf, Tarragon, Nutmeg, Guaiac Wood, Sandalwood, Mint",Eau de Parfum,"Cinnamon, Tarragon, Cardamom, Grapefruit.","Lavender, Cedarwood, Nutmeg, Birch leaf.",Vetiver
"Very Important Notes No 4 EDP - Tobacco, Oud Wood, Coffee Accord, Vetiver - 100 ml",295 SAR,"For the rebel soul in you. This fragrance is the most evoking scent from this collection. It started with a quest to find a true adventurous fragrance. This scent emerged to fulfill this pursuit, by blending the earthly scent of oud wood, the strength of tobacco, the refreshing coffee accord & the complexity of vetiver. A timeless combination, only a true braveheart can own it.
About the brand:
Mastering the art of fragrance, “Very Important Notes” is a unique collection designed by the Arabian perfume house SARIB®. Each fragrance unveils the most majestic notes from around the world, blended with Noble Arabian scents. This collection launches novel fragrances combined with European vibrant flowery ingredients, leaving a trail of enchanting timeless aroma.
Get to know Sarib®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.
*Approved by the Saudi Food & Drug Authority",5,3 Rating,"['Very Important Notes', 'Unisex', 'Perfume', 'Oriental', '100 ml', '2020', 'Green Coffee Accord ,Cedarwood, Tobbaco, Vetiver ,Amber, Oud Accord, Smokey Note', 'Eau de Parfum', 'Green Coffee Accord', 'Cedarwood, Tobbaco, Vetiver', 'Amber, Oud Accord, Smokey Note']",none,Very Important Notes,Unisex,Perfume,Oriental,100 ml,2020,"Green Coffee Accord ,Cedarwood, Tobbaco, Vetiver ,Amber, Oud Accord, Smokey Note",Eau de Parfum,Green Coffee Accord,"Cedarwood, Tobbaco, Vetiver","Amber, Oud Accord, Smokey Note",
Nicolai Patchouli Intense,1665 SAR,"A multifaceted warm spicy and strong fragrance for men and women opens with lavender, geranium, orange. Heart notes are ceylon cinnamon, rose, patchouli. Base notes are sandalwood, amber, vanilla.
About the brand:
Nicolai is a distinctive French brand founded in France with more than 30 years of expertise in production of fragrances. The products are widely sold across the world.",none,none,"['Nicolai', 'Unisex', 'Perfume', '100 ml', 'Eau de Parfum', 'Patchouli, Lavender, Sandalwood, Vanilla, Orange']",none,Nicolai,Unisex,Perfume,100 ml,Eau de Parfum,"Patchouli, Lavender, Sandalwood, Vanilla, Orange",,,,,,
Hugo Boss Boss Bottled,171 SAR,"A masculine perfume that gives you spirit, vitality and high confidence in the most difficult situations. The elegant features of this delicate, ultra-premium fragrance in terms of elegance and intimidation pushes users to deal with confidence, attractive behavior and emotional appeal. It is the final touch for a wonderful day.
About the brand:
Founded in 1925 by Hugo Boss for clothing launching purpose, Hugo Boss is a German luxury fashion house. As of 2016, Hugo Boss has 1,100 retail stores worldwide. Hugo Boss has emerged as probably one of the most famous brands in the manufacturing and selling of fashion products. With a strong emphasis on both masculine and feminine products, you simply cannot help but fall in love with their perfumes.",4.5,4 Rating,"['Hugo Boss', 'Men', 'Perfume', 'Charismatic', 'Woody', '100 ml', '1998', 'Bergamot, Cinnamon, Cedar, Sandalwood, Vetiver, Olivewood', 'Eau de Toilette']",none,Hugo Boss,Men,Perfume,Charismatic,Woody,100 ml,1998,"Bergamot, Cinnamon, Cedar, Sandalwood, Vetiver, Olivewood",Eau de Toilette,,,
Davidoff The Game,114 SAR,"This dazzling fragrance made for risk-takers and self-confident men that fill with sensual and seductive feel to win the heart of who they love.
About the brand:
The Zino Davidoff Group is a Swiss-based family business and has grown organically over the years from our home in Switzerland. Our founder, Zino Davidoff is at the heart of the brand and inspires all that we do – our collection of products reflect his natural elegance and appreciation of fine quality, style, authenticity and good living.",4.5,4 Rating,"['Davidoff', 'Men', 'Perfume', 'Natural', 'Woody', '100 ml', '2012', 'Juniper berries, polytheism, precious woods, iris, ebony', 'Eau de Toilette', 'Juniper berries, polytheism', 'Precious wood, iris', 'Ebony wood']",none,Davidoff,Men,Perfume,Natural,Woody,100 ml,2012,"Juniper berries, polytheism, precious woods, iris, ebony",Eau de Toilette,"Juniper berries, polytheism","Precious wood, iris",Ebony wood
Maqam Base of Sight EDP - 120 ml,319 SAR,"This perfume holds a distinctive identity, idolizing oriental charm, and creating a mesmerizing ether. It revives an inspirational feel, thanks to its extracted Arabian & natural notes. Indulge in the luxury of geranium blooming flowers, coconut sweetness combined with the richness of woody notes & vanilla.
About the brand:
A brand designed to capture the essence of Arabian literature & honor the beauty of its written poems. Each fragrance from Maqam has been designed with famous Golden verses, to carry both exotic blends & inspiring words. These timeless fragrances are not easy to resist nor to be forgotten. Maqam was created by the founders of Sarib® - An Arabian perfume house, to capture the magic behind Arabian words & aromatic components, added into creatively crafted bottles to present its luxurious scents perfectly.
Get to know Sarib®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.
*Approved by the Saudi Food & Drug Authority",5,1 Rating,"['Maqam', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '120 ml', '2020', 'Geranium, Coconut, Woody Notes, Vanilla', 'Eau de Parfum', 'Geranium, Coconut', 'Woody Notes', 'Vanilla']",none,Maqam,Unisex,Perfume,Charismatic,Oriental,120 ml,2020,"Geranium, Coconut, Woody Notes, Vanilla",Eau de Parfum,"Geranium, Coconut",Woody Notes,Vanilla
Atelier Des Ors Lune Feline,1079 SAR,"This oriental fragrance inspired by the dark and luxurious notes of moon nights with its magnetic star that captures everyone’s attention. This fragrance adds a vibrant touch with warm spices, precious woods and sensual aroma of orchid.
About the brand:
A modern French brand that originated in France in 2015 and has presented only a small group of parfumes so far, but it is a distinctive and elegant collection that was created in cooperation with the innovative nose Marie Salamani.",none,none,"['Atelier Des Ors', 'Unisex', 'Perfume', 'Glamorous', 'Oriental', '100 ml', '2015', 'Pink pepper, cardamom, cinnamon, strex, amber, woods, cedarwood, green leaves, musk, peru balsam, vanilla', 'Eau de Parfum', 'Pink pepper, cardamom, cinnamon', 'Strix, amber, woods, cedar, green leaves', 'Musk, Peruvian Conditioner, Vanilla']",none,Atelier Des Ors,Unisex,Perfume,Glamorous,Oriental,100 ml,2015,"Pink pepper, cardamom, cinnamon, strex, amber, woods, cedarwood, green leaves, musk, peru balsam, vanilla",Eau de Parfum,"Pink pepper, cardamom, cinnamon","Strix, amber, woods, cedar, green leaves","Musk, Peruvian Conditioner, Vanilla"
