Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
Dolce & Gabbana K,297 SAR,none,Remal,Bakhoor,Oriental,"Agarwood, Musk, Amber",2020,"Agarwood, Musk, Amber","Bergamot, pink pepper, jasmine, tuberose and incense, vetiver, sandalwood, patchouli, agarwood and ambergris.",Eau de Parfum,"Bergamot, and pink pepper","Jasmine, tuberose and incense","Black,Beige",75 ml
Mancera Red Tobacco,499 SAR,4.38,Mancera,Unisex,Perfume,Oriental,Charismatic,2017,"Saffron, Cinnamon, Incense, Nutmeg, White Peach, Green Apple & Nepalese Oud, Leaves of Patchouli, delicate Jasmine, Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods, White Musk.",Eau de Parfum,"Saffron, Cinnamon, Incense, Nutmeg, White peach, Green apple, Nepalese","Patchouli, Jasmine","Black,Red",120 ml
Marly Delina,1265 SAR,5,Parfums de Marly,Women,Perfume,Floral,Romantic,2017,"Bergamot, rhubarb, litchi, nutmeg, Turkish rose, peony, petalia, vanilla, musk, cashmere, Haitian vetiver, cedar wood, incense.",Eau de Parfum,"Bergamot, rhubarb, litchi, nutmeg","Turkish rose, peony, petalia, vanilla, musk",Pink,75 ml
Anfasic Dokhoon Shay Oud,470 SAR,none,Parfums de Marly,Women,Perfume,Floral,Romantic,2017,"Bergamot, rhubarb, litchi, nutmeg, Turkish rose, peony, petalia, vanilla, musk, cashmere, Haitian vetiver, cedar wood, incense.",Eau de Parfum,"Bergamot, rhubarb, litchi, nutmeg","Turkish rose, peony, petalia, vanilla, musk",Pink,75 ml
Gucci Guilty Absolute Pour Homme,418 SAR,5,Gucci,Men,Perfume,Woody,Charismatic,2017,"Leather, Patchouli, Cypress, Vetiver, Golden Wood",Eau de Parfum,Leather,Patchouli Cypress,Orange,50 ml
Calvin Klein Euphoria Men Amber Gold,238 SAR,none,Gucci,Men,Perfume,Woody,Charismatic,2017,"Leather, Patchouli, Cypress, Vetiver, Golden Wood",Eau de Parfum,Leather,Patchouli Cypress,Orange,50 ml
Comme Des Garcons 2,444 SAR,none,Gucci,Men,Perfume,Woody,Charismatic,2017,"Leather, Patchouli, Cypress, Vetiver, Golden Wood",Eau de Parfum,Leather,Patchouli Cypress,Orange,50 ml
Mont Blanc Emblem Intense,174 SAR,4,Mont Blanc,Men,Perfume,Extravagant,Perfume,2014,"Grapefruit, Clary Sage, Cardamom, Coriander, Violet Leaf, Apple, Rose, Cinnamon, Nutmeg, Woody Notes, Patchouli, Tonka Bean, Suede",Eau de Toilette,"Grapefruit, Clary Sage, Cardamom, Coriander","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",Aromatic,100 ml
Burberry My Burberry Blush,225 SAR,3,Burberry,Women,Perfume,Floral,Feminine,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria",50 ml,2017
Van Cleef & Arpels Orchidee Vanille,759 SAR,none,Burberry,Women,Perfume,Floral,Feminine,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria",50 ml,2017
COZY Musky Cloud Room Spray - 500 ml,99 SAR,none,COZY,Room Spray,Oriental,"Sweet Musk, Patchouli, Cedarwood",500 ml,Cedarwood,Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria",50 ml,2017
Al Majed For Oud Lyal Hair Mist,128 SAR,none,COZY,Room Spray,Oriental,"Sweet Musk, Patchouli, Cedarwood",500 ml,Cedarwood,Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria",50 ml,2017
Dolce & Gabbana The One for Women,299 SAR,none,COZY,Room Spray,Oriental,"Sweet Musk, Patchouli, Cedarwood",500 ml,Cedarwood,Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria",50 ml,2017
Bvlgari Man In Black,270 SAR,none,Bvlgari,Men,Perfume,60 ml,Perfume,Cedarwood,Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria",50 ml,2017
Marly Delina Exclusif Royal,1438 SAR,5,Parfums de Marly,Women,Perfume,Floral,Romantic,2018,"Bergamot, Pear, Litchi, Turkish Rose, Incense, Oud, Woods, Amber, Vanilla.",Eau de Parfum,"Bergamot, pear, litchi","Turkish rose, incense, oud",Pink,75 ml
Narciso Rodriguez For Her EDP,379 SAR,4.25,Narciso Rodriguez,Women,Perfume,Feminine,Perfume,2006,"Rose, Peach, Amber, Musk, Patchouli, Sandalwood",Eau de Parfum,"Rose, Peach","Amber, Musk",Floral,50 ml
Perfume Co. White Jasmine EDP - 100 ml,149 SAR,5,Perfume Co.,Unisex,Perfume,Floral,Romantic,"Pear, Jasmine, Vanilla",Eau de Parfum,Pear,Jasmine,Vanilla,100 ml,2019
Calvin Klein Eternity Moment,157 SAR,none,Perfume Co.,Unisex,Perfume,Floral,Romantic,"Pear, Jasmine, Vanilla",Eau de Parfum,Pear,Jasmine,Vanilla,100 ml,2019
Yves Saint Laurent Supreme Bouquet,880 SAR,none,Perfume Co.,Unisex,Perfume,Floral,Romantic,"Pear, Jasmine, Vanilla",Eau de Parfum,Pear,Jasmine,Vanilla,100 ml,2019
Al Majed For Oud Skoun 2 Hair Mist,128 SAR,none,Perfume Co.,Unisex,Perfume,Floral,Romantic,"Pear, Jasmine, Vanilla",Eau de Parfum,Pear,Jasmine,Vanilla,100 ml,2019
Burberry Mr. Burberry,169 SAR,none,Perfume Co.,Unisex,Perfume,Floral,Romantic,"Pear, Jasmine, Vanilla",Eau de Parfum,Pear,Jasmine,Vanilla,100 ml,2019
Stella McCartney Stella,225 SAR,1,Stella McCartney,Women,Perfume,Floral,Romantic,2003,"Rose Oil, Peony, Tangerine, Rose, Amber",Eau de Parfum,"Rose Oil, Peony, Tangerine",Rose,Pink,50 ml
Amouage Interlude,1301 SAR,none,Stella McCartney,Women,Perfume,Floral,Romantic,2003,"Rose Oil, Peony, Tangerine, Rose, Amber",Eau de Parfum,"Rose Oil, Peony, Tangerine",Rose,Pink,50 ml
COZY Rich Amber Room Spray - 500 ml,99 SAR,none,COZY,Room Spray,Charismatic,500 ml,Oriental,Madagascar Ginger,Patchouli,Amber,"Rose Oil, Peony, Tangerine",Rose,Pink,50 ml
Trussardi Donna,164 SAR,none,COZY,Room Spray,Charismatic,500 ml,Oriental,Madagascar Ginger,Patchouli,Amber,"Rose Oil, Peony, Tangerine",Rose,Pink,50 ml
Bvlgari Splendida Jasmin Noir,342 SAR,none,COZY,Room Spray,Charismatic,500 ml,Oriental,Madagascar Ginger,Patchouli,Amber,"Rose Oil, Peony, Tangerine",Rose,Pink,50 ml
Paco Rabanne 1 Million Lucky,435 SAR,5,Paco Rabanne,Men,Perfume,Woody,Natural,2018,"Green plum, Grapefruit, Bergamot, Hazelnut, White cedarwood, Jasmine, Orange Blossom, Honey, Patchouli, Amber",Eau de Toilette,"Green plum, Grapefruit, Bergamot","Hazelnut, White cedarwood, Jasmine, Orange Blossom, Honey.","Yellow,Silver",100 ml
Al Majed For Oud Retaj EDP,138 SAR,none,Paco Rabanne,Men,Perfume,Woody,Natural,2018,"Green plum, Grapefruit, Bergamot, Hazelnut, White cedarwood, Jasmine, Orange Blossom, Honey, Patchouli, Amber",Eau de Toilette,"Green plum, Grapefruit, Bergamot","Hazelnut, White cedarwood, Jasmine, Orange Blossom, Honey.","Yellow,Silver",100 ml
Burberry My Burberry Black,239 SAR,5,Burberry,Women,Perfume,Luminizer,Feminine,50 ml,2016,"Jasmine, Rose, Peach, Patchouli, Amber",Eau de Parfum,Jasmine flower,Floral,"Multi,Black,Gold"
Uniqo Alba EDP - 100 ml,110 SAR,4.5,Uniqo,Women,Perfume,Floral Oriental,Modern,"Osmanthus, Rose Vanilla, Patchouli",Eau de Parfum,Osmanthus,Rose Vanilla,Patchouli,100 ml,2019
Coach Coach Women,231 SAR,5,Coach,Women,Perfume,Woody,Feminine,2017,"Rasepberry Leaf, Pink Pepper, Pear,Turkish Rose,Musk, Sandalwood",Eau de Parfum,"Rasepberry Leaf, Pink Pepper, Pear",Turkish Rose,Gold,50 ml
Van Cleef & Arpels Reve de Cashmere,1093 SAR,none,Coach,Women,Perfume,Woody,Feminine,2017,"Rasepberry Leaf, Pink Pepper, Pear,Turkish Rose,Musk, Sandalwood",Eau de Parfum,"Rasepberry Leaf, Pink Pepper, Pear",Turkish Rose,Gold,50 ml
Gucci Guilty Pour Homme,252 SAR,none,Coach,Women,Perfume,Woody,Feminine,2017,"Rasepberry Leaf, Pink Pepper, Pear,Turkish Rose,Musk, Sandalwood",Eau de Parfum,"Rasepberry Leaf, Pink Pepper, Pear",Turkish Rose,Gold,50 ml
Cartier La Panthere,431 SAR,5,Cartier,Women,Perfume,Feminine,Perfume,2014,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits,Gardenia,Oakmoss, Musk ketone",Eau de Parfum,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia,Floral,75 ml
Van Cleef & Arpels First,242 SAR,none,Cartier,Women,Perfume,Feminine,Perfume,2014,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits,Gardenia,Oakmoss, Musk ketone",Eau de Parfum,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia,Floral,75 ml
COZY Spicy Vanilla Room Spray - 500 ml,99 SAR,none,COZY,Room Spray,Classical,500 ml,Oriental,Black Pepper,Raspberry,Vanilla,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia,Floral,75 ml
Rasasi Al Wisam Day,127 SAR,none,Rasasi,Men,Perfume,Oriental,Charismatic,Eau de Parfum,"Bergamot, Lavender, Geranium","Rose, Clary sage, Sandalwood, Cedarwood","Amber, Musk, Oak Moss, Oud",Gardenia,Floral,75 ml
Burberry Brit Rhythm Floral,149 SAR,none,Burberry,Women,Perfume,"Floral,Woody",Perfume,"Jasmine, Wood, Musk","Bergamot, Lavender, Geranium","Rose, Clary sage, Sandalwood, Cedarwood","Amber, Musk, Oak Moss, Oud",Gardenia,Floral,75 ml
Gucci Guilty Absolute Pour Femme,568 SAR,none,Burberry,Women,Perfume,"Floral,Woody",Perfume,"Jasmine, Wood, Musk","Bergamot, Lavender, Geranium","Rose, Clary sage, Sandalwood, Cedarwood","Amber, Musk, Oak Moss, Oud",Gardenia,Floral,75 ml
Memo Paris Marfa,1064 SAR,none,Burberry,Women,Perfume,"Floral,Woody",Perfume,"Jasmine, Wood, Musk","Bergamot, Lavender, Geranium","Rose, Clary sage, Sandalwood, Cedarwood","Amber, Musk, Oak Moss, Oud",Gardenia,Floral,75 ml
Chloe Love Story EDP,307 SAR,4,Chloe,Women,Perfume,Romantic,Perfume,2014,"Neroli, grapefruit, lemon, pear, bergamot, peach, black currant, rose, orange blossom, stefanotis, patchouli, cashmere wood, cedarwood, musk",Eau de Parfum,"Neroli, grapefruit, lemon, pear, bergamot","Peaches, black currant, rose, orange flowers, stefanotes",Floral,50 ml
Who Am I Just Wow EDP - 100 ml,149 SAR,5,Who Am I,Unisex,Perfume,Floral Oriental,Feminine,"Cardamom, Peony, Sandalwood",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Yves Saint Laurent Black Opium,424 SAR,none,Yves Saint Laurent,Women,Perfume,Floral Oriental,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Dr. Vranjes Firenze Rosso Nobile Diffuser - 250 ml,483 SAR,none,Yves Saint Laurent,Women,Perfume,Floral Oriental,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Al Majed For Oud Miral Roj EDP,162 SAR,none,Yves Saint Laurent,Women,Perfume,Floral Oriental,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Lacoste Eau De Lacoste,192 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Dolce & Gabbana Pour Femme,269 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Van Cleef & Arpels Precious Oud Travel Set,656 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Yves Saint Laurent L'Homme Intense,490 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Elie Saab Le Parfum Royal,285 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,Cardamom,Peony,Sandalwood,100 ml,2019
Dolce & Gabbana The One for Men EDP,394 SAR,4.5,Dolce&Gabbana,Men,Perfume,Natural,Perfume,2015,"Coriander, basil, grapefruit, ginger, neroli, cardamom, tobacco, sensual amber, cedar.",Eau de Parfum,"Grapefruit, Coriander, Basil","Cardamon, Ginger, Orange Blossom",Woody,100 ml
Dr. Vranjes Firenze Ambra Diffuser - 500 ml,552 SAR,none,Dolce&Gabbana,Men,Perfume,Natural,Perfume,2015,"Coriander, basil, grapefruit, ginger, neroli, cardamom, tobacco, sensual amber, cedar.",Eau de Parfum,"Grapefruit, Coriander, Basil","Cardamon, Ginger, Orange Blossom",Woody,100 ml
Al Majed For Oud Maamoul Dossary - 130 g,58 SAR,none,Dolce&Gabbana,Men,Perfume,Natural,Perfume,2015,"Coriander, basil, grapefruit, ginger, neroli, cardamom, tobacco, sensual amber, cedar.",Eau de Parfum,"Grapefruit, Coriander, Basil","Cardamon, Ginger, Orange Blossom",Woody,100 ml
Davidoff Cool Water,103 SAR,4.83,Davidoff,Men,Perfume,Aromatic,Extravagant,"Lavender, mint, green leaves, seawater, calon, rosemary, geranium, neroli, jasmine, sandalwood, amber, tobacco, cedar, oak moss, musk",Eau de Toilette,"Lavender, mint, green leaves, sea water, calon, rosemary","Geranium, Neroli, Jasmine, Sandalwood","Amber, tobacco, cedar, oak moss, musk",125 ml,1988
Candy Addict Marshmallow Mash Hair Mist - 100 ml,179 SAR,none,Candy Addict,Women,Hair Mist,Sweet,Feminine,"Peach, Marshmallow, Vanilla",Peach,Marshmallow,Vanilla,"Amber, tobacco, cedar, oak moss, musk",125 ml,1988
Gucci Guilty Intense,323 SAR,5,Gucci,Women,Perfume,Floral Oriental,Romantic,2011,"Mandarin, Pink Pepper, Peach, Lilac, Geranium, Ambery Notes, Patchouli",Eau de Parfum,"Mandarin, Pink Pepper","Peach, Lilac, Geranium",Gold,50 ml
Marly Herod,1196 SAR,none,Gucci,Women,Perfume,Floral Oriental,Romantic,2011,"Mandarin, Pink Pepper, Peach, Lilac, Geranium, Ambery Notes, Patchouli",Eau de Parfum,"Mandarin, Pink Pepper","Peach, Lilac, Geranium",Gold,50 ml
Estée Lauder Modern Muse,407 SAR,5,Estée Lauder,Women,Perfume,Feminine,Perfume,2013,"Mandarin Orange, Tuberose, Lily, Flower Petals and Honeysuckle, Patchouli, Amber, Musk and Madagascar Vanilla",Eau de Parfum,Mandarin Orange,"Tuberose, Lily, Flower Petals and Honeysuckle",Floral,50 ml
Roberto Cavalli Paradiso Assoluto,137 SAR,5,Roberto Cavalli,Women,Perfume,Romantic,Perfume,75 ml,2016,"Pink pepper, Istria, bergamot, grapefruit, lemon, wild jasmine, red lily, love fruit, patchouli, sandalwood, vanilla, cashmere wood.",Eau de Parfum,"Pink pepper, Istria, bergamot, grapefruit, lemon",Floral,Red
Dr. Vranjes Firenze Oud Nobile Diffuser - 250 ml,483 SAR,none,Roberto Cavalli,Women,Perfume,Romantic,Perfume,75 ml,2016,"Pink pepper, Istria, bergamot, grapefruit, lemon, wild jasmine, red lily, love fruit, patchouli, sandalwood, vanilla, cashmere wood.",Eau de Parfum,"Pink pepper, Istria, bergamot, grapefruit, lemon",Floral,Red
Kun Safi Honey Safi Perfume Oil - 1.7 Tola / 20g,199 SAR,none,Roberto Cavalli,Women,Perfume,Romantic,Perfume,75 ml,2016,"Pink pepper, Istria, bergamot, grapefruit, lemon, wild jasmine, red lily, love fruit, patchouli, sandalwood, vanilla, cashmere wood.",Eau de Parfum,"Pink pepper, Istria, bergamot, grapefruit, lemon",Floral,Red
Korloff In White Intense,252 SAR,none,Roberto Cavalli,Women,Perfume,Romantic,Perfume,75 ml,2016,"Pink pepper, Istria, bergamot, grapefruit, lemon, wild jasmine, red lily, love fruit, patchouli, sandalwood, vanilla, cashmere wood.",Eau de Parfum,"Pink pepper, Istria, bergamot, grapefruit, lemon",Floral,Red
Versace Eros Pour Homme,219 SAR,4.9,Versace,Men,Perfume,Extravagant,Perfume,2012,"Mint, green apple, lemon, tonka, geranium, ambroxan, madagascar vanilla, vetiver, oak moss, virginia cedar, atlantic cedar.",Eau de Toilette,"Mint, Green apple, Lemon","Tonka bean, Geranium, Ambroxan",Aromatic,100 ml
Calvin Klein Ck Sheer Beauty,169 SAR,5,Calvin Klein,Women,Perfume,Soft Floral,Feminine,"Bergamot, Red Berries, Peach Bellin, Peony, Lilly, Jasmine, Sandalwood, Musk ,Vanilla",Eau de Toilette,"Bergamot, Red Berries, Peach Bellin","Peony, Lilly, Jasmine","Sandalwood, Musk ,Vanilla",100 ml,2010
Dr. Vranjes Firenze Ambra Diffuser - 250 ml,414 SAR,none,Calvin Klein,Women,Perfume,Soft Floral,Feminine,"Bergamot, Red Berries, Peach Bellin, Peony, Lilly, Jasmine, Sandalwood, Musk ,Vanilla",Eau de Toilette,"Bergamot, Red Berries, Peach Bellin","Peony, Lilly, Jasmine","Sandalwood, Musk ,Vanilla",100 ml,2010
Burberry London,170 SAR,5,Burberry,Women,Perfume,Feminine,Perfume,2006,"Rose, Honeysuckle, Tangerine, Jasmine, Clementine, Musk, Patchouli, Sandalwood",Eau de Parfum,"Clementine, Honeysuckle, English Garden Rose","Tiare Flower, Jasmine, Peony, Musks",Floral,100 ml
Candy Addict Marshmallow & Musk Perfume Set (2 x 50 ml EDP),199 SAR,none,Candy Addict,Bundles,Perfume,Feminine,Perfume,2006,"Rose, Honeysuckle, Tangerine, Jasmine, Clementine, Musk, Patchouli, Sandalwood",Eau de Parfum,"Clementine, Honeysuckle, English Garden Rose","Tiare Flower, Jasmine, Peony, Musks",Floral,100 ml
Cartier Declaration Essence Cartier,437 SAR,none,Candy Addict,Bundles,Perfume,Feminine,Perfume,2006,"Rose, Honeysuckle, Tangerine, Jasmine, Clementine, Musk, Patchouli, Sandalwood",Eau de Parfum,"Clementine, Honeysuckle, English Garden Rose","Tiare Flower, Jasmine, Peony, Musks",Floral,100 ml
Memo Paris Cuirs Nomades Irish Leather Hair Mist,370 SAR,none,Candy Addict,Bundles,Perfume,Feminine,Perfume,2006,"Rose, Honeysuckle, Tangerine, Jasmine, Clementine, Musk, Patchouli, Sandalwood",Eau de Parfum,"Clementine, Honeysuckle, English Garden Rose","Tiare Flower, Jasmine, Peony, Musks",Floral,100 ml
Al Mas Ghalaty Oud,35 SAR,none,Al Mas,Unisex,Bakhoor,Feminine,Perfume,2006,"Rose, Honeysuckle, Tangerine, Jasmine, Clementine, Musk, Patchouli, Sandalwood",Eau de Parfum,"Clementine, Honeysuckle, English Garden Rose","Tiare Flower, Jasmine, Peony, Musks",Floral,100 ml
Estée Lauder Pleasures,251 SAR,5,Estée Lauder,Women,Perfume,Natural,Perfume,1995,"White Lily, Violet Leaves, Green Accents, Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine, Sandalwood, Patchouli",Eau de Parfum,"White Lily, Violet Leaves, Green Accents.","Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine.",Floral,30 ml
Narciso Rodriguez Narciso Poudree,395 SAR,none,Estée Lauder,Women,Perfume,Natural,Perfume,1995,"White Lily, Violet Leaves, Green Accents, Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine, Sandalwood, Patchouli",Eau de Parfum,"White Lily, Violet Leaves, Green Accents.","Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine.",Floral,30 ml
Memo Paris Cuirs Nomades African Leather,1064 SAR,none,Estée Lauder,Women,Perfume,Natural,Perfume,1995,"White Lily, Violet Leaves, Green Accents, Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine, Sandalwood, Patchouli",Eau de Parfum,"White Lily, Violet Leaves, Green Accents.","Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine.",Floral,30 ml
Uniqo Ambra EDP - 100 ml,110 SAR,5,Uniqo,Unisex,Perfume,"Aromatic,Woody",Natural,"Pink Pepper, Sage, Vanilla",Eau de Parfum,Pink Pepper,Sage,Vanilla,100 ml,2019
Givenchy Xeryus Rouge,247 SAR,none,Uniqo,Unisex,Perfume,"Aromatic,Woody",Natural,"Pink Pepper, Sage, Vanilla",Eau de Parfum,Pink Pepper,Sage,Vanilla,100 ml,2019
Dolce & Gabbana Dolce,299 SAR,5,Dolce&Gabbana,Women,Perfume,Romantic,Perfume,2014,"white flowers, neroli leaf, papaya flower, white amaryllis, narcissus, white water lily, cashmere, musk.",Eau de Parfum,"white flowers, neroli leaf, papaya flower","white amaryllis, narcissus, white water lily,",Floral,50 ml
Van Cleef & Arpels Bois Dore,759 SAR,none,Dolce&Gabbana,Women,Perfume,Romantic,Perfume,2014,"white flowers, neroli leaf, papaya flower, white amaryllis, narcissus, white water lily, cashmere, musk.",Eau de Parfum,"white flowers, neroli leaf, papaya flower","white amaryllis, narcissus, white water lily,",Floral,50 ml
Elie Saab Girl Of Now Shine,214 SAR,5,Elie Saab,Women,Perfume,Floral Oriental,Feminine,2018,"pear, pineapple, almond, ylang- ylang, iris, jasmine, vanilla, patchouli",Eau de Parfum,"pear, pineapple","almond, ylang- ylang",Gold,50 ml
Givenchy Hot Couture,274 SAR,5,Givenchy,Women,Perfume,Feminine,Perfume,2000,"Bergamot, Raspberry, Orange, Magnolia, Black Pepper, Vetiver,Amber, Musk, Sandalwood",Eau de Parfum,"Bergamot, Raspberry, Orange","Magnolia, Black Pepper, Vetiver",Fruity,50 ml
Mont Blanc Legend Night,401 SAR,5,Mont Blanc,Men,Perfume,Aromatic,Charismatic,2017,"Bergamot, Sage,Cardamom,Cedar,Lavender,Violet,Apple,Fir Resin,Vetiver,Black Vanilla,Husk,Patchoulli,Musk.",Eau de Parfum,"Bergamot, Clary Sage, Peppermint, Cardamom","Apple, Fir, Cedar, Lavender, Violet","Black,Brown",100 ml
Nicolai Patchouli Intense,1665 SAR,none,Mont Blanc,Men,Perfume,Aromatic,Charismatic,2017,"Bergamot, Sage,Cardamom,Cedar,Lavender,Violet,Apple,Fir Resin,Vetiver,Black Vanilla,Husk,Patchoulli,Musk.",Eau de Parfum,"Bergamot, Clary Sage, Peppermint, Cardamom","Apple, Fir, Cedar, Lavender, Violet","Black,Brown",100 ml
Lancome Idole,412 SAR,5,Lancome,Women,Perfume,Floral,Romantic,"Bergamot (Citrus),Juicy Pear, Pink Peppercorn, Rose, Jasmine, White Musk, Vanilla, Patchouli, Cedarwood",Eau de Parfum,"Bergamot (Citrus),Juicy Pear, Pink Peppercorn","Rose, Jasmine","White Musk, Vanilla, Patchouli, Cedarwood",50 ml,2019
Dunhil Icon Elite,179 SAR,5,Dunhill,Men,Perfume,Charismatic,Perfume,100 ml,2003,"Bergamot, Kaffir lime, Cardamom, Sicilian bitter orange,Sage, Black pepper, Vetiver absolute, Juniper,Ebony, Labdanum, Sandalwood, Black suede",Eau de Parfum,"Bergamot, Kaffir lime, Cardamom, Sicilian bitter orange",Woody Oriental,Black
