Name,Price,Description,Rate,Rating_count,image,Brand,Gender,Product_Type,Character_x,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Givenchy Hot Couture,274,"Hot Couture was introduced in 2000. This womenÃ¢â‚¬â„¢s fragrance is chic, sexy and oh, so French. Top notes are bright, succulent and fruity. Raspberry and mandarin are the ideal counterpoints to bergamot for an irresistibly charming scent. Heart notes are warm and layered. The spicy heat offered by pepper is balanced by the lushness of magnolia and vetiverÃ¢â‚¬â„¢s dry woody scent. Hints of bitter chocolate weave through the base of sandalwood, amber, and musk. The perfume projects well, even during the colder months. This perfume is created for unusual woman, provocative and irresistibly charming.",5,2,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/i/givenchy_hot_couture_edp.jpg,Givenchy,Women,Perfume,Feminine,Fruity,50 ml,2000,"bergamot, raspberry, orange, magnolia, black pepper, vetiver,amber, musk, sandalwood",Eau de Parfum,"bergamot, raspberry, orange","magnolia, black pepper, vetiver","amber, musk, sandalwood"
Calvin Klein Ck Beauty,121,"A modern perfume full of confidence and luster, it is a mixture of femininity and sophistication because it reflects the inner and outer spirit and beauty of women with its amazing ingredients, such as white musk mixed with amber and pleasant floral scents.",5,2,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_calvin_klein_perfumes_beauty_for_women_eua_de_parfum-1.jpg,Calvin Klein,Women,Perfume,Romantic,Floral,100 ml,2017,"ylang-ylang, orange blossom, jasmine, sandalwood, vetiver",Eau de Parfum,"ylang-ylang, orange blossom","jasmine, sandalwood",vetiver
Parfums de Marly Delina Hair Mist,322,"Give your hair the romantic Turkish scent of roses with de Marley hair spray combining Valley Mercury scent and vanilla fragrance with a fruity mix of lychee and garden rhubarb, white musk and frankincense for a scent of depth and mystery.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3700578521231_marly_delina_hair_mist_75_ml_1.jpg,Parfums de Marly,Women,Hair Mist,Romantic,Floral,75 ml,2017,"bergamot, rhubarb, lychee, nutmeg, rose, peony, vanilla, musk, cashmeran, woods",Eau de Parfum,"rose, peony","lychee, rhubarb, nutmeg","vanilla, white musks and frankincense"
Remal Amber & Saffron Bakhoor ,125,"This incense combines the finest and most valuable Arabic notes, to enjoy the richness of Amber & the earthly subtle scent of Saffron. It has a unique oriental charm, blended with oud wood and rose, to add a distinctive and magical atmosphere to your home.",4,1,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/7/4/745125060156-remal-amber-_-saffron-bakhoor.jpg,Remal,Home,Perfume,Romantic,Oriental,100 ml,2020,"agar oud, amber, rose, saffron, aldehydes, woody notes",Eau de Parfum,"agar oud, amber, rose, saffron",aldehydes,woody notes
Maqam Base of Sight EDP ,319,"This perfume holds a distinctive identity, idolizing oriental charm, and creating a mesmerizing ether. It revives an inspirational feel, thanks to its extracted Arabian & natural notes. Indulge in the luxury of geranium blooming flowers, coconut sweetness combined with the richness of woody notes & vanilla.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam-sight-2.png,Maqam,Women,Perfume,Romantic,Oriental,120 ml,2020,"geranium, coconut, woody notes, vanilla",Eau de Parfum,"geranium, coconut",woody notes,vanilla
Al Mas Oud Mabkhar,35,Al Mas Oud Mabkhar a mix of natural scents that overwhelms the air with a very strong yet decadent Oud scent. A fragrance that lasts for a long time and brings calm to the place.,none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6287015120044_al_mas_oud_mabakhar35_g_1.jpg,Al Mas,Unisex,Bakhoor,Charismatic,Oud,100 ml,2017,unknown,Eau de Parfum,unknown,unknown,unknown
Versace Eros Pour Homme,299,"For the strong man who is the master of himself, this oriental woody fragrance is dedicated to you. The composition has notes of mint in the top, geranium in the middle, and vanilla in the base, providing you with an irresistible scent that boosts your charismatic character at your special events.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8011003861224-versace-versace-eros-pour-homme-edp-100-ml.jpg,Versace,Men,Perfume,Sophisticated,Woody Oriental,100 ml,2017,"mint, candy apple, lemon, mandarin orange, ambroxan, clary sage, geranium, vanilla, leather, sandalwood, bitter orange, cedar, patchouli",Eau de Parfum,"mint, candy apple, lemon, mandarin orange","ambroxan, clary sage, geranium","vanilla, leather, sandalwood, bitter orange, cedar, patchouli"
Roberto Cavalli Paradiso Assoluto,137,"A chypre floral fragrance that represents the scents of a heavenly garden by its generous nature and dense flowers, and gives you an amazing refreshment, with a mixture of pink pepper, wild jasmine, and sandalwood.",5,2,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_roberto_cavalli_perfumes_paradiso_assoluto_for_women_eau_de_perfum.jpg,Roberto Cavalli,Women,Perfume,Romantic,Floral,75 ml,2016,"pink pepper, istria, bergamot, grapefruit, lemon, wild jasmine, red lily, love fruit, patchouli, sandalwood, vanilla, cashmere wood.",Eau de Parfum,"pink pepper, istria, bergamot, grapefruit, lemon","wild jasmine, red lily, love fruit","patchouli, sandalwood, vanilla, cashmere wood."
Orto Parisi Terroni,720,The magic of nature is in harmony with the scents of cashmere and musk drops to caress your skin with an almost imperceptible force as the sun rays caress the earth and green rouge on it to increase the excitement of your feelings and your attraction towards your companion with all calm and love. The perfume was perfectly designed to be suitable for both men and women to enjoy exciting and special moments together.,5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/7/8717774840863-orto-parisi-orto-parisi-terroni-_u_-parfum-50-ml-1.jpg,Orto Parisi,Women,Perfume,Romantic,Aromatic,50 ml,2017,"cashmere wood, cotton candy, cibriol, musk, cedar",Eau de Parfum,"cashmere wood, cotton candy",cypriol,"musk, rice"
Yves Saint Laurent Black Opium,424,"Black Opium, the new fragrance announced as a rock'n'roll interpretation of the classic that should highlight the dark, mysterious side of the YSL brand. Master perfumers Nathalie Lorson and Marie Salamagne, in collaboration with Olivier Cresp and Honorine Blanc, developed the composition. Notes of coffee, present in large quantities, dominate the scent. Additional accords are pink pepper, orange blossom, jasmine, vanilla, patchouli and cedar. The perfume comes in the bottle designed as the last editions of the Opium collection. The bottle is dark and decorated with sequins that give a glam rock look.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/y/v/yves_saint_laurant_black_opium.jpg,Yves Saint Laurent,Women,Perfume,Romantic,Floral Oriental,50 ml,2017,"vanilla , patchouli , cedar , wood , coffee , jasmine , almond , pink pepper",Eau de Parfum,"almond , pink pepper","wood , coffee , jasmine","vanilla , patchouli , cedar"
Remal Sandalwood Bakhoor ,125,"Enjoy the most famous Arabic note in your home incense. This Sandalwood Bakhoor is blended with jasmine, Taif rose, and amber. This long-lasting warm floral home incense is distinguished by its sandalwood enchanting aroma, to enjoy a romantic homey atmosphere.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_sandalwood_2.jpg,Remal,Home,Perfume,Romantic,Oriental,100 ml,2020,"jasmin, sandalwood, rose taif, amber",Eau de Parfum,"jasmin, sandalwood, rose taif, amber","jasmin, sandalwood, rose taif, amber","rose taif, amber"
Remal Sandalwood Bakhoor ,125,"Enjoy the most famous Arabic note in your home incense. This Sandalwood Bakhoor is blended with jasmine, Taif rose, and amber. This long-lasting warm floral home incense is distinguished by its sandalwood enchanting aroma, to enjoy a romantic homey atmosphere.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_sandalwood_2.jpg,Remal,Home,Perfume,Romantic,Oriental,100 ml,2020,"jasmin, sandalwood, rose taif, amber",Eau de Parfum,"jasmin, sandalwood, rose taif, amber","jasmin, sandalwood, rose taif, amber","rose taif, amber"
The Finest Amber EDP ,249,"“Sweet, Strong and Spicy""
A fragrant blend with endless creativity! Sweet notes of amber and delicious vanilla, strong thanks to its woody notes from sandalwood to patchouli, and spicy from its aromatic notes such as cardamom and nutmeg. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Amber scent.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-amber.jpg,The Finest,Women,Perfume,Romantic,Oriental,100 ml,2017,"cardamom, cedarwood, amber, vanilla",Eau de Parfum,cardamom,cedarwood,"amber, vanilla"
The Finest Amber EDP ,249,"""Sweet, Strong and Spicy""
A fragrant blend with endless creativity! Sweet notes of amber and delicious vanilla, strong thanks to its woody notes from sandalwood to patchouli, and spicy from its aromatic notes such as cardamom and nutmeg. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Amber scent.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-amber.jpg,The Finest,Women,Perfume,Romantic,Oriental,100 ml,2017,"cardamom, cedarwood, amber, vanilla",Eau de Parfum,cardamom,cedarwood,"amber, vanilla"
Al Majed For Oud Oud Albait ,242,"It's an artificial stick with a charming oriental scent. It's professionally-designed to fill your house with a luxurious scent that adds to its beauty. Use this intense scent everyday, which makes your house have an amazing smell for a long time.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091015193-almajed-for-oud-_-_-_100_-1.png,Al Majed For Oud,Unisex,Bakhoor,Charismatic,Oud,100 g,2017,unknown,Eau de Parfum,unknown,unknown,unknown
Gucci Flora By Gucci EDP,302,"This sensual fragrance is dedicated for the woman who has a youthful, feminine spirit. It's inspired by the iconic Flora print of Gucci. It opens with mandarin and peony, then comes rose, pink pepper and the rare Osmanthus Flower in the heart. A mix of patchouli, sandalwood and vanilla comes at the base. The bottle is decorated with gold details on a black bow ribbon.",5,4,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/u/gucci_flora_update-1.jpg,Gucci,Women,Perfume,Romantic,Floral,50 ml,2008,"mandarin, peony, rose, pink pepper, osmanthus flower, patchouli, sandalwood, vanilla",Eau de Parfum,"mandarin, peony","rose, pink pepper, osmanthus flower","patchouli, sandalwood, vanilla"
Burberry London,170,"A magical fragrance that reflects an elegant and exciting nature, thanks to the fresh notes of fresh Clementine oil mixed with rose extract enriched with the sweetness of honey blossom, to give you a feeling of vitality and elegance. Burberry London was created in 2006 by Dominique Ropion. His advertising campaign was used by actress Rachel Weiss and actor Ian Grover.",5,2,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/u/burberry-burberry_london_for_woman_edp.jpg,Burberry,Women,Perfume,Feminine,Floral,100 ml,2006,"rose, honeysuckle, tangerine, jasmine, clementine, musk, patchouli, sandalwood",Eau de Parfum,"clementine, honeysuckle, english garden rose","tiare flower, jasmine, peony, musks","indian sandalwood, patchouli"
Lorenzo Villoresi Teint De Neige EDP,790,"It's a delicate aromatic scent for both men and women that reminds of memories with its images, lights and atmosphere. Its rich extracts and precious notes of Ylang-Ylang, heliotrope and musk will envelop you with intense smell that you cannot resist.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lorenzo_villoresi_firenze_perfumes_teint_de_neige_eau_de_parfum.jpg,Lorenzo Villoresi Firenze,Women,Perfume,Romantic,Floral,100 ml,2000,"jasmin, ylang ylang, tonka bean, rose, heliotrope, musk, sweet, powdery, floral notes",Eau de Parfum,"jasmin, rose, ylang ylang, sweet, powdery, floral notes","tonka bean, jasmin, rose, sweet, powdery, floral notes","heliotrope, musk, rose, jasmin, sweet, powdery, floral notes"
Wataniya Set,359,"This set contains:
Roberto Cavalli Paradiso - 50 ml
Woody floral fragrance, a subtle aroma that makes you feel fresh with a stunning blend of citrus, jasmine, and cypress.
Ajmal Raindrops - 50 ml
Ajmal Raindrops An awesome perfume with unique floral, fruity and sensual notes for the ultra-modern woman of today. A modern scent, which exudes a sleek and simplistic elegance enveloping the wearer in a delicate weave of contemporary elements.
Burberry Body - 60 ml
This fragrance is full of femininity and vitality characterized by its pure and upscale composition of rose oil, California orange and black currant, as well as peach and berries, as well as its distinctive aromas of fresh green absintine mixed with sandalwood, as well as creamy vanilla and amber, which brings you back to everything that is natural and authentic.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100286--_-wataniya.png,Exclusive Bundles,Women,Perfume Set,Romantic,Floral,100 ml,2017,unknown,Eau de Parfum,unknown,unknown,unknown
Remal Rose & Oud Bakhoor ,125,"This incense celebrates the union of two beautiful natural Arabic notes, distinguished by the Rose delicacy and Oud woody scent. This combination succeeds in creating a striking aromatic balance, to present an unforgettable Arabian scent at all times.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_rose_oud_2.jpg,Remal,Unisex,Perfume,Charismatic,Oriental,100 ml,2020,"rose, woody notes, amber, oudy notes",Eau de Parfum,rose,"woody notes, amber",oudy notes
Remal Rose & Oud Bakhoor ,125,"This incense celebrates the union of two beautiful natural Arabic notes, distinguished by the Rose delicacy and Oud woody scent. This combination succeeds in creating a striking aromatic balance, to present an unforgettable Arabian scent at all times.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_rose_oud_2.jpg,Remal,Unisex,Perfume,Charismatic,Oriental,100 ml,2020,"rose, woody notes, amber, oudy notes",Eau de Parfum,rose,"woody notes, amber",oudy notes
Candy Addict V Vanille EDP ,139,An intoxicating blend of vanilla and floral notes with a touch of Oriental! Take your perfume game to a whole new level with this one of a kind fragrance sensation.,5,2,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/ca-v-vanille-edp-1.jpg,Candy Addict,Women,Perfume,Romantic,Oriental,50 ml,2021,"pink pepper, sage, vanilla",Eau de Parfum,pink pepper,sage,vanilla
